rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
200,"TINI, Maria Becerra",Miénteme,23,59,104734,Colombia_2022_limpio.csv
1,"Bad Bunny, Chencho Corleone",Me Porto Bonito,1,9,1659099,Perú_2022_limpio.csv
2,Bad Bunny,Efecto,2,9,1454130,Perú_2022_limpio.csv
3,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,1,9,1315889,Perú_2022_limpio.csv
4,Bad Bunny,Tití Me Preguntó,4,9,1263493,Perú_2022_limpio.csv
5,Bad Bunny,Moscow Mule,1,9,1076880,Perú_2022_limpio.csv
6,Lasso,Ojos Marrones,6,3,959047,Perú_2022_limpio.csv
7,"Bad Bunny, Rauw Alejandro",Party,2,9,937444,Perú_2022_limpio.csv
8,KAROL G,PROVENZA,1,11,907431,Perú_2022_limpio.csv
9,"Shakira, Rauw Alejandro",Te Felicito,7,11,771765,Perú_2022_limpio.csv
10,"Bad Bunny, Jhayco",Tarot,9,9,767804,Perú_2022_limpio.csv
11,Harry Styles,As It Was,1,14,663533,Perú_2022_limpio.csv
12,"Becky G, KAROL G",MAMIII,1,21,609869,Perú_2022_limpio.csv
13,"Rauw Alejandro, Chencho Corleone",Desesperados,1,30,609199,Perú_2022_limpio.csv
14,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,14,3,590051,Perú_2022_limpio.csv
15,Cris Mj,Una Noche en Medellín,3,20,583972,Perú_2022_limpio.csv
16,"Bad Bunny, Tony Dize",La Corriente,15,9,574777,Perú_2022_limpio.csv
17,Bad Bunny,Después de la Playa,7,9,571079,Perú_2022_limpio.csv
18,Bad Bunny,Un Ratito,10,9,552965,Perú_2022_limpio.csv
19,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,40,481829,Perú_2022_limpio.csv
20,Bad Bunny,Me Fui de Vacaciones,6,9,476161,Perú_2022_limpio.csv
21,Bad Bunny,Neverita,16,9,464199,Perú_2022_limpio.csv
22,Manuel Turizo,La Bachata,22,5,454187,Perú_2022_limpio.csv
23,"Bad Bunny, Buscabulla",Andrea,22,9,448578,Perú_2022_limpio.csv
24,Bad Bunny,Aguacero,19,9,440327,Perú_2022_limpio.csv
25,DEKKO,12x3,3,27,428831,Perú_2022_limpio.csv
26,Danny Ocean,Fuera del mercado,6,19,422280,Perú_2022_limpio.csv
27,Bad Bunny,Yo No Soy Celoso,11,9,418777,Perú_2022_limpio.csv
28,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),19,2,409434,Perú_2022_limpio.csv
29,Bad Bunny,Un Coco,23,9,406053,Perú_2022_limpio.csv
30,Kate Bush,Running Up That Hill (A Deal With God),30,6,393648,Perú_2022_limpio.csv
31,j-hope,MORE,31,1,392876,Perú_2022_limpio.csv
32,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48",12,27,384070,Perú_2022_limpio.csv
33,Bad Bunny,Dos Mil 16,19,9,383531,Perú_2022_limpio.csv
34,Bad Bunny,Yonaguni,2,57,382162,Perú_2022_limpio.csv
35,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),34,7,375865,Perú_2022_limpio.csv
36,"Polimá Westcoast, Pailita",ULTRA SOLO,15,11,371526,Perú_2022_limpio.csv
37,Bad Bunny,A Tu Merced,11,103,355782,Perú_2022_limpio.csv
38,Rauw Alejandro,Todo De Ti,1,59,355659,Perú_2022_limpio.csv
39,Anitta,Envolver,5,18,354923,Perú_2022_limpio.csv
40,Ryan Castro,Jordan,3,24,353691,Perú_2022_limpio.csv
41,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,8,15,348749,Perú_2022_limpio.csv
42,"Bad Bunny, The Marías",Otro Atardecer,21,9,346817,Perú_2022_limpio.csv
43,Sebastian Yatra,Tacones Rojos,1,37,326795,Perú_2022_limpio.csv
44,"Alejo, Feid, ROBI",Pantysito,16,16,316916,Perú_2022_limpio.csv
45,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,7,54,316316,Perú_2022_limpio.csv
46,Bad Bunny,Enséñame a Bailar,26,9,314121,Perú_2022_limpio.csv
47,Paulo Londra,Nublado,47,1,311171,Perú_2022_limpio.csv
48,Joji,Glimpse of Us,38,4,307910,Perú_2022_limpio.csv
49,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,2,43,306428,Perú_2022_limpio.csv
50,"Bad Bunny, Tainy",Callaita,1,162,304636,Perú_2022_limpio.csv
51,Paulo Londra,Plan A,1,16,299262,Perú_2022_limpio.csv
52,Bad Bunny,Un Verano Sin Ti,14,9,284250,Perú_2022_limpio.csv
53,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,5,36,284066,Perú_2022_limpio.csv
54,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51",36,4,281592,Perú_2022_limpio.csv
55,Bad Bunny,Agosto,27,9,263800,Perú_2022_limpio.csv
56,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],2,27,260525,Perú_2022_limpio.csv
57,"J Balvin, Bad Bunny",LA CANCIÓN,2,158,260297,Perú_2022_limpio.csv
58,"Morat, Duki",París,28,7,256200,Perú_2022_limpio.csv
59,Adolescent's Orquesta,Virgen,28,77,256052,Perú_2022_limpio.csv
60,Morat,No Se Va,45,18,248831,Perú_2022_limpio.csv
61,Paulo Londra,Luces,61,1,247303,Perú_2022_limpio.csv
62,"Julianno Sosa, King Savagge",Cochinae,59,9,240492,Perú_2022_limpio.csv
63,"Mora, Feid",LA INOCENTE,63,14,238930,Perú_2022_limpio.csv
64,"zzoilo, Aitana",Mon Amour - Remix,6,44,237614,Perú_2022_limpio.csv
65,Bad Bunny,El Apagón,28,9,232236,Perú_2022_limpio.csv
66,Plan B,Es un Secreto,66,61,229655,Perú_2022_limpio.csv
67,"Mora, Sech",TUS LÁGRIMAS,37,12,225250,Perú_2022_limpio.csv
68,BTS,Yet To Come,18,4,222425,Perú_2022_limpio.csv
69,Zion & Lennox,Yo Voy (feat. Daddy Yankee),34,21,220782,Perú_2022_limpio.csv
70,Feid,Ferxxo 100,70,5,218681,Perú_2022_limpio.csv
71,"Alvaro Diaz, Rauw Alejandro",Problemón,11,27,216268,Perú_2022_limpio.csv
72,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,3,107,215016,Perú_2022_limpio.csv
73,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),46,62,213480,Perú_2022_limpio.csv
74,"Maluma, Chencho Corleone",Nos Comemos Vivos,74,4,211279,Perú_2022_limpio.csv
75,Kevin Kaarl,San Lucas,38,14,208970,Perú_2022_limpio.csv
76,"Sebastian Yatra, Myke Towers",Pareja Del Año,1,64,206984,Perú_2022_limpio.csv
77,Maluma,Sobrio,1,52,204897,Perú_2022_limpio.csv
78,Daddy Yankee,RUMBATÓN,11,15,202347,Perú_2022_limpio.csv
79,"Tiago PZK, LIT killah",Entre Nosotros,3,52,198178,Perú_2022_limpio.csv
80,"Bad Bunny, Daddy Yankee",La Santa,8,123,198099,Perú_2022_limpio.csv
81,"Rauw Alejandro, Mr. Naisgai",2/Catorce,8,63,197722,Perú_2022_limpio.csv
82,"Aventura, Bad Bunny",Volví,6,49,193533,Perú_2022_limpio.csv
83,Morat,Cuando Nadie Ve,43,138,189294,Perú_2022_limpio.csv
84,Maria Becerra,OJALÁ,74,5,188443,Perú_2022_limpio.csv
85,"Mora, Bad Bunny, Sech",Volando - Remix,8,52,186045,Perú_2022_limpio.csv
86,"Bad Bunny, Jhayco",DÁKITI,1,88,185934,Perú_2022_limpio.csv
87,BTS,Run BTS,26,4,184484,Perú_2022_limpio.csv
88,"Blessd, Myke Towers, Ovy On The Drums",Tendencia Global,42,16,184322,Perú_2022_limpio.csv
89,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),31,18,183734,Perú_2022_limpio.csv
90,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,3,164,182151,Perú_2022_limpio.csv
91,"Dímelo Flow, Sech, Dalex, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,11,30,181088,Perú_2022_limpio.csv
92,Paloma Faith,Only Love Can Hurt Like This,92,7,180326,Perú_2022_limpio.csv
93,"J Balvin, Maria Becerra",Qué Más Pues?,1,58,179588,Perú_2022_limpio.csv
94,"TINI, Maria Becerra",Miénteme,5,62,175996,Perú_2022_limpio.csv
95,KAROL G,SEJODIOTO,10,41,175939,Perú_2022_limpio.csv
96,C. Tangana,Demasiadas Mujeres,30,21,174400,Perú_2022_limpio.csv
97,Los Enanitos Verdes,Lamento Boliviano,68,199,172581,Perú_2022_limpio.csv
98,"Bizarrap, Paulo Londra","Paulo Londra: Bzrp Music Sessions, Vol. 23",7,11,172069,Perú_2022_limpio.csv
99,Rauw Alejandro,Cúrame,10,49,171666,Perú_2022_limpio.csv
100,Seafret,Atlantis,89,5,171359,Perú_2022_limpio.csv
101,Danny Ocean,Me Rehúso,1,284,167844,Perú_2022_limpio.csv
102,"NATTI NATASHA, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,102,2,167666,Perú_2022_limpio.csv
103,TINI,La Triple T,67,9,166860,Perú_2022_limpio.csv
104,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),67,5,163475,Perú_2022_limpio.csv
105,"KAROL G, Mariah Angeliq",EL MAKINON,4,67,163016,Perú_2022_limpio.csv
106,"Morat, Juanes",Besos En Guerra,73,138,152759,Perú_2022_limpio.csv
107,KAROL G,BICHOTA,1,89,152745,Perú_2022_limpio.csv
108,Standly,Pégate,54,18,148065,Perú_2022_limpio.csv
109,Natalia Lafourcade,Hasta la Raíz,30,37,147756,Perú_2022_limpio.csv
110,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,21,35,147021,Perú_2022_limpio.csv
111,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,41,71,145741,Perú_2022_limpio.csv
112,Hombres G,Devuélveme a mi chica,75,206,145634,Perú_2022_limpio.csv
113,"Ryan Castro, Feid",Monastery,67,30,144406,Perú_2022_limpio.csv
114,Paulo Londra,Chance,12,14,143262,Perú_2022_limpio.csv
115,Duki,Antes de Perderte,77,5,141876,Perú_2022_limpio.csv
116,KAROL G,200 COPAS,60,48,141768,Perú_2022_limpio.csv
117,Ingratax,París,9,52,140863,Perú_2022_limpio.csv
118,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,29,139,140455,Perú_2022_limpio.csv
119,Bacilos,Caraluna,78,289,140325,Perú_2022_limpio.csv
120,"Tiësto, KAROL G",Don't Be Shy,20,47,140098,Perú_2022_limpio.csv
121,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,50,14,140019,Perú_2022_limpio.csv
122,Bad Bunny,Si Estuviésemos Juntos,38,137,139861,Perú_2022_limpio.csv
123,Maluma,Hawái,1,101,135517,Perú_2022_limpio.csv
124,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,37,107,135006,Perú_2022_limpio.csv
125,Paulo Londra,Tal Vez,5,171,134727,Perú_2022_limpio.csv
126,"De La Ghetto, Rauw Alejandro",Loco Por Perrearte - Remix,105,3,133691,Perú_2022_limpio.csv
127,Plan B,Por Que Te Demoras?,127,3,132989,Perú_2022_limpio.csv
128,Imagine Dragons,Bones,128,2,132582,Perú_2022_limpio.csv
129,Bad Bunny,Si Veo a Tu Mamá,2,123,131362,Perú_2022_limpio.csv
130,Kevin Kaarl,Vámonos a Marte,82,55,130708,Perú_2022_limpio.csv
131,"Feid, KAROL G",FRIKI,27,30,130490,Perú_2022_limpio.csv
132,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,26,35,130343,Perú_2022_limpio.csv
133,Kevin Kaarl,Colapso,74,15,129551,Perú_2022_limpio.csv
134,"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),15,173,129351,Perú_2022_limpio.csv
135,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,68,41,128559,Perú_2022_limpio.csv
136,"Chris Lebron, Sech, Jay Wheeler",Desde Mis Ojos - Remix,83,8,126966,Perú_2022_limpio.csv
137,"Maluma, Feid",Mojando Asientos (feat. Feid),83,15,125581,Perú_2022_limpio.csv
138,The Weeknd,Call Out My Name,53,10,124990,Perú_2022_limpio.csv
139,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),7,52,123960,Perú_2022_limpio.csv
140,Rauw Alejandro,MUSEO,121,10,123099,Perú_2022_limpio.csv
141,Pablo Alborán,Saturno,25,61,122098,Perú_2022_limpio.csv
142,"Duki, KHEA",She Don't Give a Fo,109,42,121872,Perú_2022_limpio.csv
143,Olivia Rodrigo,traitor,55,59,121630,Perú_2022_limpio.csv
144,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",144,1,121384,Perú_2022_limpio.csv
145,Arctic Monkeys,505,117,11,121168,Perú_2022_limpio.csv
146,Bruno Mars,Locked out of Heaven,91,65,120847,Perú_2022_limpio.csv
147,Olivia Rodrigo,deja vu,30,63,120252,Perú_2022_limpio.csv
148,Sech,Noche de Teteo,136,6,120121,Perú_2022_limpio.csv
149,Bad Bunny,Vete,7,137,119685,Perú_2022_limpio.csv
150,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,4,54,119398,Perú_2022_limpio.csv
151,"J Balvin, Bad Bunny",QUE PRETENDES,7,102,119307,Perú_2022_limpio.csv
152,Rels B,A Mí,79,96,119170,Perú_2022_limpio.csv
153,NAYEON,POP!,123,2,118292,Perú_2022_limpio.csv
154,Coldplay,Yellow,52,24,116282,Perú_2022_limpio.csv
155,Jesse & Joy,Dueles,74,76,115686,Perú_2022_limpio.csv
156,"Carlos Baute, Marta Sánchez",Colgando en tus manos (con Marta Sánchez),136,160,115030,Perú_2022_limpio.csv
157,Tego Calderón,Pa' Que Retozen,143,49,114731,Perú_2022_limpio.csv
158,Jósean Log,Chachachá,127,43,113729,Perú_2022_limpio.csv
159,"TINI, Morat",Consejo de Amor (feat. Morat),96,13,113671,Perú_2022_limpio.csv
160,Los Abuelos De La Nada,Mil Horas,101,66,112991,Perú_2022_limpio.csv
161,"Bad Bunny, Mora",Una Vez,44,38,112756,Perú_2022_limpio.csv
162,"Sofía Reyes, Maria Becerra",Marte,87,21,112310,Perú_2022_limpio.csv
163,"ChiChi Peralta, Jandy Feliz",Procura,91,155,112064,Perú_2022_limpio.csv
164,Frankie Ruiz,Tú Con Él,164,16,111446,Perú_2022_limpio.csv
165,Ed Maverick,Fuentes de Ortiz,106,66,111431,Perú_2022_limpio.csv
166,Bad Bunny,TE MUDASTE,8,84,111242,Perú_2022_limpio.csv
167,The Weeknd,Blinding Lights,6,129,110127,Perú_2022_limpio.csv
168,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,84,109925,Perú_2022_limpio.csv
169,"Piso 21, Micro TDH",Te Vi,3,186,109875,Perú_2022_limpio.csv
170,Farruko,Pepas,1,51,109120,Perú_2022_limpio.csv
171,"FMK, Tiago PZK, Mau y Ricky",Prende la Cámara RMX,31,17,108508,Perú_2022_limpio.csv
172,The Police,Every Breath You Take,159,59,107883,Perú_2022_limpio.csv
173,Pedro Suárez-Vértiz,"Un Vino, Una Cerveza",102,165,106567,Perú_2022_limpio.csv
174,"Piso 21, Paulo Londra",Te Amo,5,138,106467,Perú_2022_limpio.csv
175,The Neighbourhood,Sweater Weather,129,46,106459,Perú_2022_limpio.csv
176,Harry Styles,Late Night Talking,49,7,106182,Perú_2022_limpio.csv
177,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",44,20,105550,Perú_2022_limpio.csv
178,Harry Styles,Watermelon Sugar,64,101,105234,Perú_2022_limpio.csv
179,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),7,148,105228,Perú_2022_limpio.csv
180,The Weeknd,Save Your Tears,35,39,104917,Perú_2022_limpio.csv
181,Dayglow,Can I Call You Tonight?,169,3,104573,Perú_2022_limpio.csv
182,"El Jordan 23, Standly",Bailando,64,13,104339,Perú_2022_limpio.csv
183,"DJ Pablito, La Factoria, Joycee",Todavía,96,59,103538,Perú_2022_limpio.csv
184,The Walters,I Love You So,74,37,103521,Perú_2022_limpio.csv
185,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,39,141,103422,Perú_2022_limpio.csv
186,"Coldplay, BTS",My Universe,7,41,103356,Perú_2022_limpio.csv
187,Lauri Garcia,Miel,187,2,102975,Perú_2022_limpio.csv
188,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),2,119,102942,Perú_2022_limpio.csv
189,Doja Cat,Woman,29,51,102662,Perú_2022_limpio.csv
190,Metallica,Master Of Puppets,190,1,102129,Perú_2022_limpio.csv
191,Paulo Londra,Adan y Eva,1,185,101676,Perú_2022_limpio.csv
192,Lizzo,About Damn Time,118,9,101639,Perú_2022_limpio.csv
193,Andrés Calamaro,Flaca,148,167,101331,Perú_2022_limpio.csv
194,Bad Bunny,La Difícil,4,83,101298,Perú_2022_limpio.csv
195,Paulo Londra,Me Tiene Mal,108,42,100975,Perú_2022_limpio.csv
196,"J Balvin, Ryan Castro",Nivel De Perreo,196,1,100903,Perú_2022_limpio.csv
197,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,2,130,100409,Perú_2022_limpio.csv
198,"Gera MX, Christian Nodal",Botella Tras Botella,4,46,100306,Perú_2022_limpio.csv
199,Morat,Aprender A Quererte,106,8,100170,Perú_2022_limpio.csv
200,Conan Gray,Heather,72,33,99291,Perú_2022_limpio.csv
1,"Bad Bunny, Chencho Corleone",Me Porto Bonito,1,9,672891,Guatemala_2022_limpio.csv
2,Bad Bunny,Tití Me Preguntó,2,9,561878,Guatemala_2022_limpio.csv
3,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,1,9,556637,Guatemala_2022_limpio.csv
4,Bad Bunny,Efecto,4,9,535293,Guatemala_2022_limpio.csv
5,Bad Bunny,Moscow Mule,2,9,450261,Guatemala_2022_limpio.csv
6,"Bad Bunny, Rauw Alejandro",Party,4,9,346475,Guatemala_2022_limpio.csv
7,KAROL G,PROVENZA,1,11,300616,Guatemala_2022_limpio.csv
8,"Bad Bunny, Jhayco",Tarot,8,9,295447,Guatemala_2022_limpio.csv
9,Bad Bunny,Un Ratito,9,9,237421,Guatemala_2022_limpio.csv
10,"Shakira, Rauw Alejandro",Te Felicito,8,11,236794,Guatemala_2022_limpio.csv
11,"Bad Bunny, Tony Dize",La Corriente,11,9,234508,Guatemala_2022_limpio.csv
12,Bad Bunny,Después de la Playa,4,9,228285,Guatemala_2022_limpio.csv
13,Bad Bunny,Neverita,11,9,224293,Guatemala_2022_limpio.csv
14,Christian Nodal,Ya No Somos Ni Seremos,1,20,223891,Guatemala_2022_limpio.csv
15,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,40,218587,Guatemala_2022_limpio.csv
16,"Bad Bunny, Buscabulla",Andrea,16,9,206329,Guatemala_2022_limpio.csv
17,Danny Ocean,Fuera del mercado,1,20,205557,Guatemala_2022_limpio.csv
18,"Rauw Alejandro, Chencho Corleone",Desesperados,3,30,200687,Guatemala_2022_limpio.csv
19,Bad Bunny,Un Coco,17,9,191599,Guatemala_2022_limpio.csv
20,Manuel Turizo,La Bachata,20,6,185442,Guatemala_2022_limpio.csv
21,Bad Bunny,Me Fui de Vacaciones,7,9,183257,Guatemala_2022_limpio.csv
22,"Becky G, KAROL G",MAMIII,2,21,181724,Guatemala_2022_limpio.csv
23,Bad Bunny,Dos Mil 16,12,9,181540,Guatemala_2022_limpio.csv
24,Cris Mj,Una Noche en Medellín,8,20,180304,Guatemala_2022_limpio.csv
25,Bad Bunny,Yo No Soy Celoso,10,9,178889,Guatemala_2022_limpio.csv
26,Bad Bunny,Aguacero,19,9,177830,Guatemala_2022_limpio.csv
27,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,2,15,172242,Guatemala_2022_limpio.csv
28,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,28,3,168712,Guatemala_2022_limpio.csv
29,Bad Bunny,Yonaguni,1,57,160155,Guatemala_2022_limpio.csv
30,Harry Styles,As It Was,6,14,158846,Guatemala_2022_limpio.csv
31,Eden Muñoz,Chale,1,20,153702,Guatemala_2022_limpio.csv
32,"Bad Bunny, The Marías",Otro Atardecer,19,9,151066,Guatemala_2022_limpio.csv
33,Lasso,Ojos Marrones,33,2,150320,Guatemala_2022_limpio.csv
34,"Bad Bunny, Tainy",Callaita,1,162,146035,Guatemala_2022_limpio.csv
35,"J Balvin, Bad Bunny",LA CANCIÓN,1,158,144415,Guatemala_2022_limpio.csv
36,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),36,7,140367,Guatemala_2022_limpio.csv
37,Bad Bunny,Un Verano Sin Ti,14,9,138061,Guatemala_2022_limpio.csv
38,Bad Bunny,A Tu Merced,8,123,135064,Guatemala_2022_limpio.csv
39,Ryan Castro,Jordan,5,22,133108,Guatemala_2022_limpio.csv
40,Victor Cibrian,En El Radio Un Cochinero,34,8,131706,Guatemala_2022_limpio.csv
41,Kevin Kaarl,San Lucas,14,19,131683,Guatemala_2022_limpio.csv
42,Kate Bush,Running Up That Hill (A Deal With God),42,6,130026,Guatemala_2022_limpio.csv
43,Bad Bunny,Enséñame a Bailar,22,9,126703,Guatemala_2022_limpio.csv
44,Bad Bunny,Agosto,21,9,126027,Guatemala_2022_limpio.csv
45,Calibre 50,Si Te Pudiera Mentir,5,78,124041,Guatemala_2022_limpio.csv
46,"Alejo, Feid, ROBI",Pantysito,15,16,119322,Guatemala_2022_limpio.csv
47,"Polimá Westcoast, Pailita",ULTRA SOLO,28,11,116513,Guatemala_2022_limpio.csv
48,Feid,Ferxxo 100,48,5,113645,Guatemala_2022_limpio.csv
49,"Gera MX, Christian Nodal",Botella Tras Botella,1,63,112546,Guatemala_2022_limpio.csv
50,Anitta,Envolver,12,18,108803,Guatemala_2022_limpio.csv
51,DEKKO,12x3,29,25,103996,Guatemala_2022_limpio.csv
52,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,7,36,103924,Guatemala_2022_limpio.csv
53,j-hope,MORE,53,1,102434,Guatemala_2022_limpio.csv
54,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51",41,4,101521,Guatemala_2022_limpio.csv
55,"Junior H, Luis R Conriquez",Los Botones Azules,51,13,101453,Guatemala_2022_limpio.csv
56,Bad Bunny,El Apagón,24,9,100731,Guatemala_2022_limpio.csv
57,Rauw Alejandro,Todo De Ti,1,59,100699,Guatemala_2022_limpio.csv
58,"La Adictiva, Luis R Conriquez",JGL,58,10,100343,Guatemala_2022_limpio.csv
59,"Bad Bunny, Jhayco",DÁKITI,1,88,98750,Guatemala_2022_limpio.csv
60,"Mora, Feid",LA INOCENTE,60,14,97782,Guatemala_2022_limpio.csv
61,Calibre 50,A La Antigüita,4,47,96201,Guatemala_2022_limpio.csv
62,"Bad Bunny, Daddy Yankee",La Santa,5,123,95505,Guatemala_2022_limpio.csv
63,"Aventura, Bad Bunny",Volví,1,49,95504,Guatemala_2022_limpio.csv
64,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),46,2,93270,Guatemala_2022_limpio.csv
65,Kevin Kaarl,Colapso,24,62,93002,Guatemala_2022_limpio.csv
66,Plan B,Es un Secreto,66,53,92574,Guatemala_2022_limpio.csv
67,Joji,Glimpse of Us,38,4,91961,Guatemala_2022_limpio.csv
68,"Mora, Bad Bunny, Sech",Volando - Remix,4,52,90605,Guatemala_2022_limpio.csv
69,"Mora, Sech",TUS LÁGRIMAS,26,12,89711,Guatemala_2022_limpio.csv
70,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,3,164,89256,Guatemala_2022_limpio.csv
71,"Maluma, Chencho Corleone",Nos Comemos Vivos,71,4,89173,Guatemala_2022_limpio.csv
72,"Christian Nodal, Banda MS de Sergio Lizárraga",La Sinvergüenza,20,41,88289,Guatemala_2022_limpio.csv
73,Zion & Lennox,Yo Voy (feat. Daddy Yankee),39,19,87852,Guatemala_2022_limpio.csv
74,Morat,No Se Va,58,20,85662,Guatemala_2022_limpio.csv
75,"Tiago PZK, LIT killah",Entre Nosotros,10,52,85034,Guatemala_2022_limpio.csv
76,Danny Ocean,Me Rehúso,1,289,83994,Guatemala_2022_limpio.csv
77,Maluma,Sobrio,4,52,82975,Guatemala_2022_limpio.csv
78,Bad Bunny,Si Estuviésemos Juntos,12,185,81759,Guatemala_2022_limpio.csv
79,"Mau y Ricky, Carin Leon",Llorar y Llorar - con Carin Leon,79,4,81215,Guatemala_2022_limpio.csv
80,Sebastian Yatra,Tacones Rojos,16,37,80304,Guatemala_2022_limpio.csv
81,Kevin Kaarl,Vámonos a Marte,39,85,79194,Guatemala_2022_limpio.csv
82,Paulo Londra,Luces,82,1,77104,Guatemala_2022_limpio.csv
83,Grupo Firme,Ya Supérame (En Vivo),5,46,75200,Guatemala_2022_limpio.csv
84,"Bad Bunny, Mora",Una Vez,16,113,74460,Guatemala_2022_limpio.csv
85,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,12,113,74023,Guatemala_2022_limpio.csv
86,Marca MP,Ya Acabo,13,64,73627,Guatemala_2022_limpio.csv
87,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,22,164,73167,Guatemala_2022_limpio.csv
88,Christian Nodal,Aquí Abajo,6,104,72768,Guatemala_2022_limpio.csv
89,"zzoilo, Aitana",Mon Amour - Remix,15,36,72377,Guatemala_2022_limpio.csv
90,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,2,107,72095,Guatemala_2022_limpio.csv
91,Paulo Londra,Plan A,1,16,70619,Guatemala_2022_limpio.csv
92,Grupo Marca Registrada,Si Fuera Fácil,92,5,69526,Guatemala_2022_limpio.csv
93,Bad Bunny,Vete,1,138,69348,Guatemala_2022_limpio.csv
94,Chuy Lizarraga y Su Banda Tierra Sinaloense,Partido En Dos,94,6,69265,Guatemala_2022_limpio.csv
95,Tego Calderón,Pa' Que Retozen,78,53,69084,Guatemala_2022_limpio.csv
96,Paulo Londra,Nublado,96,1,67828,Guatemala_2022_limpio.csv
97,Ed Maverick,Fuentes de Ortiz,44,163,67519,Guatemala_2022_limpio.csv
98,Bad Bunny,Si Veo a Tu Mamá,1,123,67134,Guatemala_2022_limpio.csv
99,"Dímelo Flow, Sech, Dalex, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,19,30,66658,Guatemala_2022_limpio.csv
100,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,18,132,65159,Guatemala_2022_limpio.csv
101,"Morat, Duki",París,40,7,64385,Guatemala_2022_limpio.csv
102,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),81,5,64200,Guatemala_2022_limpio.csv
103,Sech,Noche de Teteo,103,7,64065,Guatemala_2022_limpio.csv
104,"Jhayco, Anuel AA",Ley Seca,11,44,64009,Guatemala_2022_limpio.csv
